nomination_id,facility_id,production_date,product,nominated_volume,customer_group,contract_type,status,effective_start_date,effective_end_date
NOM-00000444,FAC-008,2026-04-24,PRODUCED_WATER,74397.464,Affiliate,Firm,ACTIVE,2026-04-24,2026-04-24
NOM-00000445,FAC-008,2026-04-25,PRODUCED_WATER,78791.399,Affiliate,Water Services,ACTIVE,2026-04-25,2026-04-25
NOM-00000446,FAC-008,2026-04-26,GAS,71392.838,Affiliate,Water Services,ACTIVE,2026-04-26,2026-04-26
NOM-00000447,FAC-008,2026-04-27,CRUDE,77126.198,Commercial,Firm,ACTIVE,2026-04-27,2026-04-27
NOM-00000448,FAC-008,2026-04-28,CRUDE,76156.479,Affiliate,Processing,ACTIVE,2026-04-28,2026-04-28
NOM-00000449,FAC-008,2026-04-29,NGL,61014.979,Operations,Interruptible,ACTIVE,2026-04-29,2026-04-29
NOM-00000450,FAC-008,2026-04-30,NGL,95744.29,Commercial,Firm,ACTIVE,2026-04-30,2026-04-30
NOM-00000451,FAC-008,2026-05-01,GAS,72450.293,Affiliate,Water Services,ACTIVE,2026-05-01,2026-05-01
NOM-00000452,FAC-008,2026-05-02,CRUDE,71684.65,Commercial,Gathering,ACTIVE,2026-05-02,2026-05-02
NOM-00000453,FAC-008,2026-05-03,GAS,69886.747,Commercial,Processing,ACTIVE,2026-05-03,2026-05-03
NOM-00000454,FAC-008,2026-05-04,GAS,66842.256,Third-Party,Water Services,ACTIVE,2026-05-04,2026-05-04
NOM-00000455,FAC-008,2026-05-05,GAS,70963.457,Operations,Firm,ACTIVE,2026-05-05,2026-05-05
NOM-00000456,FAC-008,2026-05-06,GAS,86919.836,Internal Forecast,Interruptible,ACTIVE,2026-05-06,2026-05-06
NOM-00000457,FAC-008,2026-05-07,CRUDE,70817.137,Internal Forecast,Interruptible,ACTIVE,2026-05-07,2026-05-07
NOM-00000458,FAC-008,2026-05-08,CRUDE,83478.755,Internal Forecast,Water Services,ACTIVE,2026-05-08,2026-05-08
NOM-00000459,FAC-008,2026-05-09,GAS,72838.079,Internal Forecast,Water Services,ACTIVE,2026-05-09,2026-05-09
NOM-00000460,FAC-008,2026-05-10,CRUDE,71156.421,Operations,Interruptible,PENDING,2026-05-10,2026-05-10
NOM-00000461,FAC-008,2026-05-11,CRUDE,69160.82,Affiliate,Interruptible,REVISED,2026-05-11,2026-05-11
NOM-00000462,FAC-008,2026-05-12,GAS,67188.232,Affiliate,Water Services,ACTIVE,2026-05-12,2026-05-12
NOM-00000463,FAC-008,2026-05-13,NGL,62734.752,Commercial,Water Services,ACTIVE,2026-05-13,2026-05-13
NOM-00000464,FAC-008,2026-05-14,GAS,91403.243,Third-Party,Water Services,ACTIVE,2026-05-14,2026-05-14
NOM-00000465,FAC-008,2026-05-15,NGL,79147.968,Third-Party,Interruptible,ACTIVE,2026-05-15,2026-05-15
NOM-00000466,FAC-008,2026-05-16,GAS,81682.599,Third-Party,Processing,ACTIVE,2026-05-16,2026-05-16
NOM-00000467,FAC-008,2026-05-17,GAS,70956.31,Internal Forecast,Firm,ACTIVE,2026-05-17,2026-05-17
NOM-00000468,FAC-008,2026-05-18,NGL,72719.135,Internal Forecast,Firm,ACTIVE,2026-05-18,2026-05-18
NOM-00000469,FAC-008,2026-05-19,GAS,75713.233,Third-Party,Interruptible,ACTIVE,2026-05-19,2026-05-19
NOM-00000470,FAC-008,2026-05-20,GAS,72063.211,Operations,Processing,ACTIVE,2026-05-20,2026-05-20
NOM-00000471,FAC-008,2026-05-21,GAS,81214.496,Affiliate,Firm,ACTIVE,2026-05-21,2026-05-21
NOM-00000472,FAC-008,2026-05-22,GAS,80925.523,Affiliate,Water Services,ACTIVE,2026-05-22,2026-05-22
NOM-00000473,FAC-008,2026-05-23,GAS,66061.254,Affiliate,Water Services,ACTIVE,2026-05-23,2026-05-23
NOM-00000474,FAC-008,2026-05-24,GAS,74157.063,Affiliate,Processing,ACTIVE,2026-05-24,2026-05-24
NOM-00000475,FAC-008,2026-05-25,GAS,61779.175,Internal Forecast,Firm,ACTIVE,2026-05-25,2026-05-25
NOM-00000476,FAC-008,2026-05-26,CRUDE,76788.124,Commercial,Firm,ACTIVE,2026-05-26,2026-05-26
NOM-00000477,FAC-008,2026-05-27,PRODUCED_WATER,79754.715,Third-Party,Processing,ACTIVE,2026-05-27,2026-05-27
NOM-00000478,FAC-008,2026-05-28,GAS,66201.582,Commercial,Interruptible,ACTIVE,2026-05-28,2026-05-28
NOM-00000479,FAC-008,2026-05-29,CRUDE,75576.362,Internal Forecast,Firm,ACTIVE,2026-05-29,2026-05-29
NOM-00000480,FAC-008,2026-05-30,GAS,67481.156,Commercial,Water Services,ACTIVE,2026-05-30,2026-05-30
NOM-00000481,FAC-009,2026-04-01,GAS,62531.159,Affiliate,Gathering,REVISED,2026-04-01,2026-04-01
NOM-00000482,FAC-009,2026-04-02,NGL,70513.422,Internal Forecast,Interruptible,ACTIVE,2026-04-02,2026-04-02
NOM-00000483,FAC-009,2026-04-03,GAS,59791.724,Affiliate,Water Services,PENDING,2026-04-03,2026-04-03
NOM-00000484,FAC-009,2026-04-04,GAS,60243.262,Affiliate,Water Services,ACTIVE,2026-04-04,2026-04-04
NOM-00000485,FAC-009,2026-04-05,GAS,56061.24,Commercial,Processing,ACTIVE,2026-04-05,2026-04-05
NOM-00000486,FAC-009,2026-04-06,GAS,59076.375,Internal Forecast,Water Services,ACTIVE,2026-04-06,2026-04-06
NOM-00000487,FAC-009,2026-04-07,GAS,65192.756,Third-Party,Interruptible,ACTIVE,2026-04-07,2026-04-07
NOM-00000488,FAC-009,2026-04-08,GAS,66194.338,Third-Party,Processing,ACTIVE,2026-04-08,2026-04-08
NOM-00000489,FAC-009,2026-04-09,GAS,61429.307,Affiliate,Interruptible,ACTIVE,2026-04-09,2026-04-09
NOM-00000490,FAC-009,2026-04-10,NGL,65014.882,Affiliate,Processing,ACTIVE,2026-04-10,2026-04-10
NOM-00000491,FAC-009,2026-04-11,GAS,65497.019,Third-Party,Water Services,ACTIVE,2026-04-11,2026-04-11
NOM-00000492,FAC-009,2026-04-12,GAS,65030.454,Commercial,Gathering,ACTIVE,2026-04-12,2026-04-12
NOM-00000493,FAC-009,2026-04-13,GAS,56933.81,Internal Forecast,Interruptible,ACTIVE,2026-04-13,2026-04-13
NOM-00000494,FAC-009,2026-04-14,GAS,58273.709,Commercial,Water Services,ACTIVE,2026-04-14,2026-04-14
NOM-00000495,FAC-009,2026-04-15,GAS,49411.494,Commercial,Firm,ACTIVE,2026-04-15,2026-04-15
NOM-00000496,FAC-009,2026-04-16,CRUDE,60451.641,Third-Party,Processing,ACTIVE,2026-04-16,2026-04-16
NOM-00000497,FAC-009,2026-04-17,GAS,57525.839,Operations,Firm,ACTIVE,2026-04-17,2026-04-17
NOM-00000498,FAC-009,2026-04-18,GAS,62821.914,Affiliate,Processing,ACTIVE,2026-04-18,2026-04-18
NOM-00000499,FAC-009,2026-04-19,GAS,51978.908,Affiliate,Gathering,ACTIVE,2026-04-19,2026-04-19
NOM-00000500,FAC-009,2026-04-20,GAS,56947.487,Commercial,Gathering,ACTIVE,2026-04-20,2026-04-20
NOM-00000501,FAC-009,2026-04-21,PRODUCED_WATER,69383.982,Operations,Firm,ACTIVE,2026-04-21,2026-04-21
NOM-00000502,FAC-009,2026-04-22,NGL,52314.093,Commercial,Firm,ACTIVE,2026-04-22,2026-04-22
NOM-00000503,FAC-009,2026-04-23,NGL,55421.418,Third-Party,Processing,ACTIVE,2026-04-23,2026-04-23
NOM-00000504,FAC-009,2026-04-24,GAS,58695.938,Operations,Water Services,ACTIVE,2026-04-24,2026-04-24
NOM-00000505,FAC-009,2026-04-25,NGL,60042.303,Commercial,Gathering,ACTIVE,2026-04-25,2026-04-25
NOM-00000506,FAC-009,2026-04-26,GAS,54981.907,Internal Forecast,Processing,ACTIVE,2026-04-26,2026-04-26
NOM-00000507,FAC-009,2026-04-27,NGL,50285.141,Commercial,Gathering,ACTIVE,2026-04-27,2026-04-27
NOM-00000508,FAC-009,2026-04-28,PRODUCED_WATER,63481.805,Affiliate,Processing,ACTIVE,2026-04-28,2026-04-28
NOM-00000509,FAC-009,2026-04-29,GAS,54623.606,Third-Party,Firm,ACTIVE,2026-04-29,2026-04-29
NOM-00000510,FAC-009,2026-04-30,GAS,60517.79,Affiliate,Interruptible,ACTIVE,2026-04-30,2026-04-30
NOM-00000511,FAC-009,2026-05-01,CRUDE,65668.227,Commercial,Processing,ACTIVE,2026-05-01,2026-05-01
NOM-00000512,FAC-009,2026-05-02,PRODUCED_WATER,58245.374,Third-Party,Firm,ACTIVE,2026-05-02,2026-05-02
NOM-00000513,FAC-009,2026-05-03,GAS,66705.624,Internal Forecast,Firm,ACTIVE,2026-05-03,2026-05-03
NOM-00000514,FAC-009,2026-05-04,GAS,62103.413,Operations,Gathering,ACTIVE,2026-05-04,2026-05-04
NOM-00000515,FAC-009,2026-05-05,GAS,56607.425,Affiliate,Gathering,ACTIVE,2026-05-05,2026-05-05
NOM-00000516,FAC-009,2026-05-06,GAS,62016.136,Commercial,Firm,ACTIVE,2026-05-06,2026-05-06
NOM-00000517,FAC-009,2026-05-07,GAS,69888.438,Internal Forecast,Gathering,REVISED,2026-05-07,2026-05-07
NOM-00000518,FAC-009,2026-05-08,PRODUCED_WATER,50056.008,Commercial,Water Services,ACTIVE,2026-05-08,2026-05-08
NOM-00000519,FAC-009,2026-05-09,PRODUCED_WATER,49985.113,Third-Party,Firm,ACTIVE,2026-05-09,2026-05-09
NOM-00000520,FAC-009,2026-05-10,PRODUCED_WATER,59747.316,Internal Forecast,Interruptible,ACTIVE,2026-05-10,2026-05-10
NOM-00000521,FAC-009,2026-05-11,GAS,61337.131,Commercial,Processing,ACTIVE,2026-05-11,2026-05-11
NOM-00000522,FAC-009,2026-05-12,GAS,63217.331,Operations,Water Services,ACTIVE,2026-05-12,2026-05-12
NOM-00000523,FAC-009,2026-05-13,PRODUCED_WATER,58805.322,Affiliate,Water Services,ACTIVE,2026-05-13,2026-05-13
NOM-00000524,FAC-009,2026-05-14,GAS,74513.195,Commercial,Interruptible,ACTIVE,2026-05-14,2026-05-14
NOM-00000525,FAC-009,2026-05-15,NGL,54751.346,Internal Forecast,Gathering,ACTIVE,2026-05-15,2026-05-15
NOM-00000526,FAC-009,2026-05-16,GAS,62167.115,Operations,Processing,ACTIVE,2026-05-16,2026-05-16
NOM-00000527,FAC-009,2026-05-17,GAS,54279.603,Commercial,Processing,ACTIVE,2026-05-17,2026-05-17
NOM-00000528,FAC-009,2026-05-18,GAS,64556.559,Operations,Interruptible,ACTIVE,2026-05-18,2026-05-18
NOM-00000529,FAC-009,2026-05-19,NGL,57793.68,Commercial,Processing,PENDING,2026-05-19,2026-05-19
NOM-00000530,FAC-009,2026-05-20,PRODUCED_WATER,61035.19,Commercial,Gathering,ACTIVE,2026-05-20,2026-05-20
NOM-00000531,FAC-009,2026-05-21,NGL,63268.553,Operations,Processing,ACTIVE,2026-05-21,2026-05-21
NOM-00000532,FAC-009,2026-05-22,PRODUCED_WATER,64686.128,Third-Party,Gathering,ACTIVE,2026-05-22,2026-05-22
NOM-00000533,FAC-009,2026-05-23,NGL,58234.677,Operations,Water Services,ACTIVE,2026-05-23,2026-05-23
NOM-00000534,FAC-009,2026-05-24,NGL,68472.043,Third-Party,Processing,ACTIVE,2026-05-24,2026-05-24
NOM-00000535,FAC-009,2026-05-25,NGL,56974.961,Operations,Water Services,ACTIVE,2026-05-25,2026-05-25
NOM-00000536,FAC-009,2026-05-26,CRUDE,54360.867,Internal Forecast,Gathering,ACTIVE,2026-05-26,2026-05-26
NOM-00000537,FAC-009,2026-05-27,GAS,55819.965,Commercial,Water Services,ACTIVE,2026-05-27,2026-05-27
NOM-00000538,FAC-009,2026-05-28,GAS,72276.947,Commercial,Firm,ACTIVE,2026-05-28,2026-05-28
NOM-00000539,FAC-009,2026-05-29,GAS,58718.282,Third-Party,Gathering,ACTIVE,2026-05-29,2026-05-29
NOM-00000540,FAC-009,2026-05-30,CRUDE,60207.212,Operations,Firm,ACTIVE,2026-05-30,2026-05-30
NOM-00000541,FAC-010,2026-04-01,GAS,82768.552,Third-Party,Interruptible,ACTIVE,2026-04-01,2026-04-01
NOM-00000542,FAC-010,2026-04-02,GAS,74290.237,Internal Forecast,Firm,ACTIVE,2026-04-02,2026-04-02
NOM-00000543,FAC-010,2026-04-03,NGL,76063.021,Internal Forecast,Processing,ACTIVE,2026-04-03,2026-04-03
NOM-00000544,FAC-010,2026-04-04,GAS,74784.507,Affiliate,Interruptible,ACTIVE,2026-04-04,2026-04-04
NOM-00000545,FAC-010,2026-04-05,PRODUCED_WATER,70359.676,Affiliate,Interruptible,ACTIVE,2026-04-05,2026-04-05
NOM-00000546,FAC-010,2026-04-06,GAS,61395.793,Internal Forecast,Firm,ACTIVE,2026-04-06,2026-04-06
NOM-00000547,FAC-010,2026-04-07,GAS,73430.036,Internal Forecast,Gathering,ACTIVE,2026-04-07,2026-04-07
NOM-00000548,FAC-010,2026-04-08,GAS,74886.389,Commercial,Firm,ACTIVE,2026-04-08,2026-04-08
NOM-00000549,FAC-010,2026-04-09,NGL,69681.693,Internal Forecast,Firm,ACTIVE,2026-04-09,2026-04-09
NOM-00000550,FAC-010,2026-04-10,CRUDE,72574.598,Commercial,Gathering,ACTIVE,2026-04-10,2026-04-10
NOM-00000551,FAC-010,2026-04-11,NGL,75718.958,Third-Party,Firm,ACTIVE,2026-04-11,2026-04-11
NOM-00000552,FAC-010,2026-04-12,GAS,77906.263,Commercial,Water Services,ACTIVE,2026-04-12,2026-04-12
NOM-00000553,FAC-010,2026-04-13,GAS,66629.274,Commercial,Interruptible,ACTIVE,2026-04-13,2026-04-13
NOM-00000554,FAC-010,2026-04-14,PRODUCED_WATER,75173.006,Commercial,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000555,FAC-010,2026-04-15,GAS,73121.494,Third-Party,Firm,ACTIVE,2026-04-15,2026-04-15
NOM-00000556,FAC-010,2026-04-16,GAS,62220.031,Commercial,Processing,ACTIVE,2026-04-16,2026-04-16
NOM-00000557,FAC-010,2026-04-17,PRODUCED_WATER,82607.561,Internal Forecast,Water Services,ACTIVE,2026-04-17,2026-04-17
NOM-00000558,FAC-010,2026-04-18,NGL,72078.395,Affiliate,Gathering,ACTIVE,2026-04-18,2026-04-18
NOM-00000559,FAC-010,2026-04-19,GAS,80933.165,Internal Forecast,Firm,ACTIVE,2026-04-19,2026-04-19
NOM-00000560,FAC-010,2026-04-20,NGL,60122.154,Affiliate,Processing,ACTIVE,2026-04-20,2026-04-20
NOM-00000561,FAC-010,2026-04-21,GAS,67626.968,Internal Forecast,Firm,ACTIVE,2026-04-21,2026-04-21
NOM-00000562,FAC-010,2026-04-22,GAS,74777.29,Internal Forecast,Interruptible,ACTIVE,2026-04-22,2026-04-22
NOM-00000563,FAC-010,2026-04-23,GAS,93058.884,Third-Party,Firm,ACTIVE,2026-04-23,2026-04-23
NOM-00000564,FAC-010,2026-04-24,GAS,72018.281,Operations,Processing,ACTIVE,2026-04-24,2026-04-24
NOM-00000565,FAC-010,2026-04-25,CRUDE,69523.764,Operations,Firm,ACTIVE,2026-04-25,2026-04-25
NOM-00000566,FAC-010,2026-04-26,NGL,78265.908,Third-Party,Gathering,ACTIVE,2026-04-26,2026-04-26
NOM-00000567,FAC-010,2026-04-27,GAS,82778.699,Operations,Firm,ACTIVE,2026-04-27,2026-04-27
NOM-00000568,FAC-010,2026-04-28,GAS,73207.78,Internal Forecast,Gathering,PENDING,2026-04-28,2026-04-28
NOM-00000569,FAC-010,2026-04-29,GAS,77068.985,Internal Forecast,Firm,ACTIVE,2026-04-29,2026-04-29
NOM-00000570,FAC-010,2026-04-30,GAS,73433.075,Commercial,Interruptible,ACTIVE,2026-04-30,2026-04-30
NOM-00000571,FAC-010,2026-05-01,GAS,85984.59,Operations,Gathering,ACTIVE,2026-05-01,2026-05-01
NOM-00000572,FAC-010,2026-05-02,GAS,79190.617,Affiliate,Gathering,ACTIVE,2026-05-02,2026-05-02
NOM-00000573,FAC-010,2026-05-03,CRUDE,58149.042,Internal Forecast,Interruptible,ACTIVE,2026-05-03,2026-05-03
NOM-00000574,FAC-010,2026-05-04,GAS,66030.057,Third-Party,Gathering,ACTIVE,2026-05-04,2026-05-04
NOM-00000575,FAC-010,2026-05-05,PRODUCED_WATER,77700.189,Affiliate,Processing,ACTIVE,2026-05-05,2026-05-05
NOM-00000576,FAC-010,2026-05-06,GAS,93458.379,Operations,Firm,ACTIVE,2026-05-06,2026-05-06
NOM-00000577,FAC-010,2026-05-07,PRODUCED_WATER,69555.148,Operations,Interruptible,ACTIVE,2026-05-07,2026-05-07
NOM-00000578,FAC-010,2026-05-08,GAS,72472.71,Commercial,Firm,ACTIVE,2026-05-08,2026-05-08
NOM-00000579,FAC-010,2026-05-09,GAS,74110.575,Commercial,Water Services,ACTIVE,2026-05-09,2026-05-09
NOM-00000580,FAC-010,2026-05-10,PRODUCED_WATER,73560.594,Commercial,Processing,ACTIVE,2026-05-10,2026-05-10
NOM-00000581,FAC-010,2026-05-11,PRODUCED_WATER,72151.131,Affiliate,Processing,ACTIVE,2026-05-11,2026-05-11
NOM-00000582,FAC-010,2026-05-12,CRUDE,76406.535,Operations,Interruptible,REVISED,2026-05-12,2026-05-12
NOM-00000583,FAC-010,2026-05-13,GAS,63695.522,Affiliate,Water Services,ACTIVE,2026-05-13,2026-05-13
NOM-00000584,FAC-010,2026-05-14,GAS,73161.286,Commercial,Firm,ACTIVE,2026-05-14,2026-05-14
NOM-00000585,FAC-010,2026-05-15,GAS,78874.315,Internal Forecast,Processing,ACTIVE,2026-05-15,2026-05-15
NOM-00000586,FAC-010,2026-05-16,GAS,77713.168,Commercial,Processing,ACTIVE,2026-05-16,2026-05-16
NOM-00000587,FAC-010,2026-05-17,GAS,77173.91,Commercial,Water Services,ACTIVE,2026-05-17,2026-05-17
NOM-00000588,FAC-010,2026-05-18,GAS,68815.691,Affiliate,Gathering,ACTIVE,2026-05-18,2026-05-18
NOM-00000589,FAC-010,2026-05-19,CRUDE,73746.165,Operations,Gathering,ACTIVE,2026-05-19,2026-05-19
NOM-00000590,FAC-010,2026-05-20,GAS,80037.207,Commercial,Interruptible,PENDING,2026-05-20,2026-05-20
NOM-00000591,FAC-010,2026-05-21,PRODUCED_WATER,75757.705,Internal Forecast,Gathering,REVISED,2026-05-21,2026-05-21
NOM-00000592,FAC-010,2026-05-22,GAS,88146.529,Affiliate,Gathering,ACTIVE,2026-05-22,2026-05-22
NOM-00000593,FAC-010,2026-05-23,CRUDE,73304.911,Commercial,Gathering,ACTIVE,2026-05-23,2026-05-23
NOM-00000594,FAC-010,2026-05-24,PRODUCED_WATER,71552.071,Operations,Gathering,ACTIVE,2026-05-24,2026-05-24
NOM-00000595,FAC-010,2026-05-25,GAS,76224.804,Commercial,Interruptible,ACTIVE,2026-05-25,2026-05-25
NOM-00000596,FAC-010,2026-05-26,NGL,78193.079,Commercial,Interruptible,ACTIVE,2026-05-26,2026-05-26
NOM-00000597,FAC-010,2026-05-27,PRODUCED_WATER,67052.349,Operations,Firm,ACTIVE,2026-05-27,2026-05-27
NOM-00000598,FAC-010,2026-05-28,GAS,73438.076,Commercial,Firm,ACTIVE,2026-05-28,2026-05-28
NOM-00000599,FAC-010,2026-05-29,GAS,82524.072,Third-Party,Processing,REVISED,2026-05-29,2026-05-29
NOM-00000600,FAC-010,2026-05-30,PRODUCED_WATER,73144.95,Third-Party,Gathering,REVISED,2026-05-30,2026-05-30
NOM-00000601,FAC-011,2026-04-01,NGL,74620.807,Third-Party,Processing,ACTIVE,2026-04-01,2026-04-01
NOM-00000602,FAC-011,2026-04-02,GAS,85149.54,Internal Forecast,Water Services,ACTIVE,2026-04-02,2026-04-02
NOM-00000603,FAC-011,2026-04-03,NGL,76612.994,Operations,Interruptible,REVISED,2026-04-03,2026-04-03
NOM-00000604,FAC-011,2026-04-04,GAS,69319.086,Internal Forecast,Interruptible,ACTIVE,2026-04-04,2026-04-04
NOM-00000605,FAC-011,2026-04-05,NGL,73743.34,Commercial,Processing,ACTIVE,2026-04-05,2026-04-05
NOM-00000606,FAC-011,2026-04-06,GAS,71033.697,Internal Forecast,Processing,ACTIVE,2026-04-06,2026-04-06
NOM-00000607,FAC-011,2026-04-07,CRUDE,67031.254,Commercial,Interruptible,PENDING,2026-04-07,2026-04-07
NOM-00000608,FAC-011,2026-04-08,GAS,71021.687,Operations,Interruptible,ACTIVE,2026-04-08,2026-04-08
NOM-00000609,FAC-011,2026-04-09,PRODUCED_WATER,82240.411,Internal Forecast,Firm,ACTIVE,2026-04-09,2026-04-09
NOM-00000610,FAC-011,2026-04-10,NGL,70346.55,Commercial,Water Services,ACTIVE,2026-04-10,2026-04-10
NOM-00000611,FAC-011,2026-04-11,PRODUCED_WATER,78894.088,Commercial,Gathering,ACTIVE,2026-04-11,2026-04-11
NOM-00000612,FAC-011,2026-04-12,PRODUCED_WATER,86768.018,Affiliate,Firm,ACTIVE,2026-04-12,2026-04-12
NOM-00000613,FAC-011,2026-04-13,GAS,62147.901,Commercial,Processing,ACTIVE,2026-04-13,2026-04-13
NOM-00000614,FAC-011,2026-04-14,CRUDE,65214.994,Affiliate,Interruptible,ACTIVE,2026-04-14,2026-04-14
NOM-00000615,FAC-011,2026-04-15,NGL,83852.992,Commercial,Processing,ACTIVE,2026-04-15,2026-04-15
NOM-00000616,FAC-011,2026-04-16,GAS,89241.506,Third-Party,Interruptible,ACTIVE,2026-04-16,2026-04-16
NOM-00000617,FAC-011,2026-04-17,GAS,72682.188,Internal Forecast,Water Services,ACTIVE,2026-04-17,2026-04-17
NOM-00000618,FAC-011,2026-04-18,GAS,71332.327,Operations,Processing,ACTIVE,2026-04-18,2026-04-18
NOM-00000619,FAC-011,2026-04-19,GAS,80359.862,Commercial,Processing,ACTIVE,2026-04-19,2026-04-19
NOM-00000620,FAC-011,2026-04-20,GAS,80675.678,Affiliate,Processing,ACTIVE,2026-04-20,2026-04-20
NOM-00000621,FAC-011,2026-04-21,NGL,69091.732,Affiliate,Gathering,ACTIVE,2026-04-21,2026-04-21
NOM-00000622,FAC-011,2026-04-22,NGL,77853.953,Third-Party,Water Services,REVISED,2026-04-22,2026-04-22
NOM-00000623,FAC-011,2026-04-23,GAS,76863.832,Commercial,Firm,ACTIVE,2026-04-23,2026-04-23
NOM-00000624,FAC-011,2026-04-24,PRODUCED_WATER,76645.328,Commercial,Water Services,ACTIVE,2026-04-24,2026-04-24
NOM-00000625,FAC-011,2026-04-25,NGL,78352.506,Commercial,Interruptible,ACTIVE,2026-04-25,2026-04-25
NOM-00000626,FAC-011,2026-04-26,CRUDE,74681.201,Internal Forecast,Firm,ACTIVE,2026-04-26,2026-04-26
NOM-00000627,FAC-011,2026-04-27,PRODUCED_WATER,70128.41,Affiliate,Gathering,ACTIVE,2026-04-27,2026-04-27
NOM-00000628,FAC-011,2026-04-28,PRODUCED_WATER,66231.359,Operations,Processing,ACTIVE,2026-04-28,2026-04-28
NOM-00000629,FAC-011,2026-04-29,GAS,72770.952,Commercial,Water Services,ACTIVE,2026-04-29,2026-04-29
NOM-00000630,FAC-011,2026-04-30,GAS,71610.948,Affiliate,Gathering,ACTIVE,2026-04-30,2026-04-30
NOM-00000631,FAC-011,2026-05-01,GAS,83127.094,Third-Party,Gathering,ACTIVE,2026-05-01,2026-05-01
NOM-00000632,FAC-011,2026-05-02,GAS,83076.48,Operations,Water Services,PENDING,2026-05-02,2026-05-02
NOM-00000633,FAC-011,2026-05-03,GAS,68026.73,Affiliate,Firm,ACTIVE,2026-05-03,2026-05-03
NOM-00000634,FAC-011,2026-05-04,GAS,82599.583,Operations,Processing,ACTIVE,2026-05-04,2026-05-04
NOM-00000635,FAC-011,2026-05-05,NGL,79841.62,Third-Party,Interruptible,ACTIVE,2026-05-05,2026-05-05
NOM-00000636,FAC-011,2026-05-06,PRODUCED_WATER,84278.05,Third-Party,Processing,ACTIVE,2026-05-06,2026-05-06
NOM-00000637,FAC-011,2026-05-07,CRUDE,85410.049,Operations,Processing,ACTIVE,2026-05-07,2026-05-07
NOM-00000638,FAC-011,2026-05-08,CRUDE,67825.923,Commercial,Processing,ACTIVE,2026-05-08,2026-05-08
NOM-00000639,FAC-011,2026-05-09,PRODUCED_WATER,73403.075,Commercial,Water Services,REVISED,2026-05-09,2026-05-09
NOM-00000640,FAC-011,2026-05-10,GAS,85575.917,Internal Forecast,Interruptible,ACTIVE,2026-05-10,2026-05-10
NOM-00000641,FAC-011,2026-05-11,GAS,63790.81,Operations,Water Services,ACTIVE,2026-05-11,2026-05-11
NOM-00000642,FAC-011,2026-05-12,GAS,69870.741,Internal Forecast,Processing,ACTIVE,2026-05-12,2026-05-12
NOM-00000643,FAC-011,2026-05-13,PRODUCED_WATER,77216.404,Operations,Firm,ACTIVE,2026-05-13,2026-05-13
NOM-00000644,FAC-011,2026-05-14,NGL,69752.868,Operations,Water Services,ACTIVE,2026-05-14,2026-05-14
NOM-00000645,FAC-011,2026-05-15,GAS,76383.104,Commercial,Gathering,REVISED,2026-05-15,2026-05-15
NOM-00000646,FAC-011,2026-05-16,CRUDE,87865.187,Third-Party,Gathering,ACTIVE,2026-05-16,2026-05-16
NOM-00000647,FAC-011,2026-05-17,PRODUCED_WATER,60003.022,Commercial,Water Services,ACTIVE,2026-05-17,2026-05-17
NOM-00000648,FAC-011,2026-05-18,CRUDE,68026.754,Operations,Gathering,ACTIVE,2026-05-18,2026-05-18
NOM-00000649,FAC-011,2026-05-19,GAS,69395.097,Internal Forecast,Water Services,ACTIVE,2026-05-19,2026-05-19
NOM-00000650,FAC-011,2026-05-20,GAS,74336.106,Internal Forecast,Water Services,ACTIVE,2026-05-20,2026-05-20
NOM-00000651,FAC-011,2026-05-21,GAS,77757.554,Operations,Processing,ACTIVE,2026-05-21,2026-05-21
NOM-00000652,FAC-011,2026-05-22,PRODUCED_WATER,62829.853,Operations,Firm,ACTIVE,2026-05-22,2026-05-22
NOM-00000653,FAC-011,2026-05-23,PRODUCED_WATER,77451.349,Operations,Gathering,ACTIVE,2026-05-23,2026-05-23
NOM-00000654,FAC-011,2026-05-24,GAS,61903.039,Third-Party,Gathering,REVISED,2026-05-24,2026-05-24
NOM-00000655,FAC-011,2026-05-25,PRODUCED_WATER,68406.13,Affiliate,Processing,ACTIVE,2026-05-25,2026-05-25
NOM-00000656,FAC-011,2026-05-26,GAS,76992.194,Operations,Interruptible,ACTIVE,2026-05-26,2026-05-26
NOM-00000657,FAC-011,2026-05-27,GAS,79722.078,Affiliate,Interruptible,ACTIVE,2026-05-27,2026-05-27
NOM-00000658,FAC-011,2026-05-28,GAS,72634.269,Internal Forecast,Interruptible,ACTIVE,2026-05-28,2026-05-28
NOM-00000659,FAC-011,2026-05-29,PRODUCED_WATER,68638.096,Internal Forecast,Firm,ACTIVE,2026-05-29,2026-05-29
NOM-00000660,FAC-011,2026-05-30,PRODUCED_WATER,69596.782,Affiliate,Interruptible,ACTIVE,2026-05-30,2026-05-30
NOM-00000661,FAC-012,2026-04-01,GAS,68159.115,Internal Forecast,Interruptible,ACTIVE,2026-04-01,2026-04-01
NOM-00000662,FAC-012,2026-04-02,GAS,66915.082,Commercial,Interruptible,ACTIVE,2026-04-02,2026-04-02
NOM-00000663,FAC-012,2026-04-03,GAS,67719.717,Internal Forecast,Water Services,ACTIVE,2026-04-03,2026-04-03
NOM-00000664,FAC-012,2026-04-04,GAS,60663.942,Third-Party,Firm,ACTIVE,2026-04-04,2026-04-04
NOM-00000665,FAC-012,2026-04-05,GAS,63151.379,Commercial,Interruptible,ACTIVE,2026-04-05,2026-04-05
