flowcal_record_id,meter_id,facility_id,production_date,gas_day,measured_volume,corrected_volume,estimated_flag,validation_status,exception_code,approved_flag,close_status,flowcal_batch_id,extracted_timestamp,last_updated_timestamp
FCAL-00003373,MTR-057,FAC-012,2026-04-13,2026-04-13,17853.491,18012.94,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00003374,MTR-057,FAC-012,2026-04-14,2026-04-14,18154.65,18145.907,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00003375,MTR-057,FAC-012,2026-04-15,2026-04-15,18279.663,18432.156,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00003376,MTR-057,FAC-012,2026-04-16,2026-04-16,18697.018,18619.839,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00003377,MTR-057,FAC-012,2026-04-17,2026-04-17,18838.955,18872.836,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00003378,MTR-057,FAC-012,2026-04-18,2026-04-18,17784.137,17911.982,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00003379,MTR-057,FAC-012,2026-04-19,2026-04-19,18060.734,18330.223,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00003380,MTR-057,FAC-012,2026-04-20,2026-04-20,17180.365,17020.268,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00003381,MTR-057,FAC-012,2026-04-21,2026-04-21,17979.834,17460.405,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00003382,MTR-057,FAC-012,2026-04-22,2026-04-22,18620.665,18676.485,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00003383,MTR-057,FAC-012,2026-04-23,2026-04-23,18499.232,18792.209,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00003384,MTR-057,FAC-012,2026-04-24,2026-04-24,18909.056,18703.84,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00003385,MTR-057,FAC-012,2026-04-25,2026-04-25,18432.625,18345.727,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00003386,MTR-057,FAC-012,2026-04-26,2026-04-26,18149.054,18296.137,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00003387,MTR-057,FAC-012,2026-04-27,2026-04-27,18175.569,17834.239,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00003388,MTR-057,FAC-012,2026-04-28,2026-04-28,18539.053,18523.774,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00003389,MTR-057,FAC-012,2026-04-29,2026-04-29,19113.371,19051.285,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00003390,MTR-057,FAC-012,2026-04-30,2026-04-30,19089.01,19261.741,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00003391,MTR-057,FAC-012,2026-05-01,2026-05-01,19058.488,18851.03,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00003392,MTR-057,FAC-012,2026-05-02,2026-05-02,18650.69,18723.754,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
FCAL-00003393,MTR-057,FAC-012,2026-05-03,2026-05-03,17539.369,17886.647,N,VALIDATED,,Y,CLOSED,FCAL-20260503,2026-05-04T06:00:00,2026-05-04T07:00:00
FCAL-00003394,MTR-057,FAC-012,2026-05-04,2026-05-04,17618.844,17723.888,N,VALIDATED,,Y,CLOSED,FCAL-20260504,2026-05-05T06:00:00,2026-05-05T07:00:00
FCAL-00003395,MTR-057,FAC-012,2026-05-05,2026-05-05,17543.156,17252.485,N,VALIDATED,,Y,CLOSED,FCAL-20260505,2026-05-06T06:00:00,2026-05-06T07:00:00
FCAL-00003396,MTR-057,FAC-012,2026-05-06,2026-05-06,18272.518,18339.582,N,VALIDATED,,Y,CLOSED,FCAL-20260506,2026-05-07T06:00:00,2026-05-07T07:00:00
FCAL-00003397,MTR-057,FAC-012,2026-05-07,2026-05-07,18670.785,18546.221,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00003398,MTR-057,FAC-012,2026-05-08,2026-05-08,18491.621,18330.862,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00003399,MTR-057,FAC-012,2026-05-09,2026-05-09,18364.997,18203.756,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00003400,MTR-057,FAC-012,2026-05-10,2026-05-10,17769.564,17802.621,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00003401,MTR-057,FAC-012,2026-05-11,2026-05-11,17516.591,17705.598,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00003402,MTR-057,FAC-012,2026-05-12,2026-05-12,18262.056,18153.527,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00003403,MTR-057,FAC-012,2026-05-13,2026-05-13,18197.809,18320.245,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00003404,MTR-057,FAC-012,2026-05-14,2026-05-14,19341.376,19328.656,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00003405,MTR-057,FAC-012,2026-05-15,2026-05-15,18729.626,18360.368,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00003406,MTR-057,FAC-012,2026-05-16,2026-05-16,18305.734,18060.479,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00003407,MTR-057,FAC-012,2026-05-17,2026-05-17,18091.873,17894.134,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00003408,MTR-057,FAC-012,2026-05-18,2026-05-18,18243.977,18457.497,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00003409,MTR-057,FAC-012,2026-05-19,2026-05-19,17972.062,17792.481,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00003410,MTR-057,FAC-012,2026-05-20,2026-05-20,18265.556,18066.155,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00003411,MTR-057,FAC-012,2026-05-21,2026-05-21,18954.143,18938.774,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00003412,MTR-057,FAC-012,2026-05-22,2026-05-22,18826.488,18861.97,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00003413,MTR-057,FAC-012,2026-05-23,2026-05-23,18643.351,18872.665,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00003414,MTR-057,FAC-012,2026-05-24,2026-05-24,17432.846,17649.351,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00003415,MTR-057,FAC-012,2026-05-25,2026-05-25,17289.922,17784.607,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00003416,MTR-057,FAC-012,2026-05-26,2026-05-26,18406.726,18543.298,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
FCAL-00003417,MTR-057,FAC-012,2026-05-27,2026-05-27,18824.215,18585.532,N,VALIDATED,,Y,CLOSED,FCAL-20260527,2026-05-28T06:00:00,2026-05-28T07:00:00
FCAL-00003418,MTR-057,FAC-012,2026-05-28,2026-05-28,18538.044,18722.117,N,VALIDATED,,Y,CLOSED,FCAL-20260528,2026-05-29T06:00:00,2026-05-29T07:00:00
FCAL-00003419,MTR-057,FAC-012,2026-05-29,2026-05-29,18943.315,19004.684,N,VALIDATED,,Y,CLOSED,FCAL-20260529,2026-05-30T06:00:00,2026-05-30T07:00:00
FCAL-00003420,MTR-057,FAC-012,2026-05-30,2026-05-30,18184.679,17566.438,N,VALIDATED,,Y,CLOSED,FCAL-20260530,2026-05-31T06:00:00,2026-05-31T07:00:00
FCAL-00003421,MTR-058,FAC-012,2026-04-01,2026-04-01,18977.85,18630.765,N,VALIDATED,,Y,CLOSED,FCAL-20260401,2026-04-02T06:00:00,2026-04-02T07:00:00
FCAL-00003422,MTR-058,FAC-012,2026-04-02,2026-04-02,19148.673,19170.64,N,VALIDATED,,Y,CLOSED,FCAL-20260402,2026-04-03T06:00:00,2026-04-03T07:00:00
FCAL-00003423,MTR-058,FAC-012,2026-04-03,2026-04-03,18911.814,19429.767,N,VALIDATED,,Y,CLOSED,FCAL-20260403,2026-04-04T06:00:00,2026-04-04T07:00:00
FCAL-00003424,MTR-058,FAC-012,2026-04-04,2026-04-04,18750.951,18656.085,N,VALIDATED,,Y,CLOSED,FCAL-20260404,2026-04-05T06:00:00,2026-04-05T07:00:00
FCAL-00003425,MTR-058,FAC-012,2026-04-05,2026-04-05,18735.111,18673.171,N,VALIDATED,,Y,CLOSED,FCAL-20260405,2026-04-06T06:00:00,2026-04-06T07:00:00
FCAL-00003426,MTR-058,FAC-012,2026-04-06,2026-04-06,18213.269,18346.67,N,VALIDATED,,Y,CLOSED,FCAL-20260406,2026-04-07T06:00:00,2026-04-07T07:00:00
FCAL-00003427,MTR-058,FAC-012,2026-04-07,2026-04-07,18645.344,18628.538,N,VALIDATED,,Y,CLOSED,FCAL-20260407,2026-04-08T06:00:00,2026-04-08T07:00:00
FCAL-00003428,MTR-058,FAC-012,2026-04-08,2026-04-08,18646.014,18550.609,N,VALIDATED,,Y,CLOSED,FCAL-20260408,2026-04-09T06:00:00,2026-04-09T07:00:00
FCAL-00003429,MTR-058,FAC-012,2026-04-09,2026-04-09,18332.511,18451.611,N,VALIDATED,,Y,CLOSED,FCAL-20260409,2026-04-10T06:00:00,2026-04-10T07:00:00
FCAL-00003430,MTR-058,FAC-012,2026-04-10,2026-04-10,19553.064,19794.216,N,VALIDATED,,Y,CLOSED,FCAL-20260410,2026-04-11T06:00:00,2026-04-11T07:00:00
FCAL-00003431,MTR-058,FAC-012,2026-04-11,2026-04-11,18685.477,18629.774,N,VALIDATED,,Y,CLOSED,FCAL-20260411,2026-04-12T06:00:00,2026-04-12T07:00:00
FCAL-00003432,MTR-058,FAC-012,2026-04-12,2026-04-12,18138.238,18208.003,N,VALIDATED,,Y,CLOSED,FCAL-20260412,2026-04-13T06:00:00,2026-04-13T07:00:00
FCAL-00003433,MTR-058,FAC-012,2026-04-13,2026-04-13,18020.647,18060.871,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00003434,MTR-058,FAC-012,2026-04-14,2026-04-14,18809.035,19183.734,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00003435,MTR-058,FAC-012,2026-04-15,2026-04-15,18524.354,18146.209,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00003436,MTR-058,FAC-012,2026-04-16,2026-04-16,19230.851,19216.163,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00003437,MTR-058,FAC-012,2026-04-17,2026-04-17,19005.37,19092.859,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00003438,MTR-058,FAC-012,2026-04-18,2026-04-18,18802.93,18870.921,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00003439,MTR-058,FAC-012,2026-04-19,2026-04-19,18692.774,18478.972,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00003440,MTR-058,FAC-012,2026-04-20,2026-04-20,18222.725,18199.037,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00003441,MTR-058,FAC-012,2026-04-21,2026-04-21,18211.257,18009.554,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00003442,MTR-058,FAC-012,2026-04-22,2026-04-22,18856.985,18950.611,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00003443,MTR-058,FAC-012,2026-04-23,2026-04-23,18483.32,18668.819,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00003444,MTR-058,FAC-012,2026-04-24,2026-04-24,19227.344,19374.547,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00003445,MTR-058,FAC-012,2026-04-25,2026-04-25,18123.108,18088.011,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00003446,MTR-058,FAC-012,2026-04-26,2026-04-26,18123.981,18015.107,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00003447,MTR-058,FAC-012,2026-04-27,2026-04-27,18506.571,18394.314,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00003448,MTR-058,FAC-012,2026-04-28,2026-04-28,18605.224,18450.435,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00003449,MTR-058,FAC-012,2026-04-29,2026-04-29,19304.592,19594.984,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00003450,MTR-058,FAC-012,2026-04-30,2026-04-30,19204.134,19197.71,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00003451,MTR-058,FAC-012,2026-05-01,2026-05-01,19427.276,19926.693,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00003452,MTR-058,FAC-012,2026-05-02,2026-05-02,18856.417,18833.95,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
FCAL-00003453,MTR-058,FAC-012,2026-05-03,2026-05-03,18138.192,18268.439,N,VALIDATED,,Y,CLOSED,FCAL-20260503,2026-05-04T06:00:00,2026-05-04T07:00:00
FCAL-00003454,MTR-058,FAC-012,2026-05-04,2026-05-04,18496.906,18197.002,N,VALIDATED,,Y,CLOSED,FCAL-20260504,2026-05-05T06:00:00,2026-05-05T07:00:00
FCAL-00003455,MTR-058,FAC-012,2026-05-05,2026-05-05,18670.85,18660.953,N,VALIDATED,,Y,CLOSED,FCAL-20260505,2026-05-06T06:00:00,2026-05-06T07:00:00
FCAL-00003456,MTR-058,FAC-012,2026-05-06,2026-05-06,18959.731,18748.127,N,VALIDATED,,Y,CLOSED,FCAL-20260506,2026-05-07T06:00:00,2026-05-07T07:00:00
FCAL-00003457,MTR-058,FAC-012,2026-05-07,2026-05-07,19601.22,19535.015,N,VALIDATED,,Y,CLOSED,FCAL-20260507,2026-05-08T06:00:00,2026-05-08T07:00:00
FCAL-00003458,MTR-058,FAC-012,2026-05-08,2026-05-08,18802.24,18976.078,N,VALIDATED,,Y,CLOSED,FCAL-20260508,2026-05-09T06:00:00,2026-05-09T07:00:00
FCAL-00003459,MTR-058,FAC-012,2026-05-09,2026-05-09,18878.346,19059.287,N,VALIDATED,,Y,CLOSED,FCAL-20260509,2026-05-10T06:00:00,2026-05-10T07:00:00
FCAL-00003460,MTR-058,FAC-012,2026-05-10,2026-05-10,18773.879,18307.115,N,VALIDATED,,Y,CLOSED,FCAL-20260510,2026-05-11T06:00:00,2026-05-11T07:00:00
FCAL-00003461,MTR-058,FAC-012,2026-05-11,2026-05-11,17995.178,17982.219,N,VALIDATED,,Y,CLOSED,FCAL-20260511,2026-05-12T06:00:00,2026-05-12T07:00:00
FCAL-00003462,MTR-058,FAC-012,2026-05-12,2026-05-12,18424.936,18636.392,N,VALIDATED,,Y,CLOSED,FCAL-20260512,2026-05-13T06:00:00,2026-05-13T07:00:00
FCAL-00003463,MTR-058,FAC-012,2026-05-13,2026-05-13,18962.412,18575.255,N,VALIDATED,,Y,CLOSED,FCAL-20260513,2026-05-14T06:00:00,2026-05-14T07:00:00
FCAL-00003464,MTR-058,FAC-012,2026-05-14,2026-05-14,19149.346,19015.623,N,VALIDATED,,Y,CLOSED,FCAL-20260514,2026-05-15T06:00:00,2026-05-15T07:00:00
FCAL-00003465,MTR-058,FAC-012,2026-05-15,2026-05-15,19118.496,19209.287,N,VALIDATED,,Y,CLOSED,FCAL-20260515,2026-05-16T06:00:00,2026-05-16T07:00:00
FCAL-00003466,MTR-058,FAC-012,2026-05-16,2026-05-16,18828.789,18765.001,N,VALIDATED,,Y,CLOSED,FCAL-20260516,2026-05-17T06:00:00,2026-05-17T07:00:00
FCAL-00003467,MTR-058,FAC-012,2026-05-17,2026-05-17,18425.411,18275.311,N,VALIDATED,,Y,CLOSED,FCAL-20260517,2026-05-18T06:00:00,2026-05-18T07:00:00
FCAL-00003468,MTR-058,FAC-012,2026-05-18,2026-05-18,17566.531,17378.763,N,VALIDATED,,Y,CLOSED,FCAL-20260518,2026-05-19T06:00:00,2026-05-19T07:00:00
FCAL-00003469,MTR-058,FAC-012,2026-05-19,2026-05-19,18577.973,18719.358,N,VALIDATED,,Y,CLOSED,FCAL-20260519,2026-05-20T06:00:00,2026-05-20T07:00:00
FCAL-00003470,MTR-058,FAC-012,2026-05-20,2026-05-20,18576.594,18213.058,N,VALIDATED,,Y,CLOSED,FCAL-20260520,2026-05-21T06:00:00,2026-05-21T07:00:00
FCAL-00003471,MTR-058,FAC-012,2026-05-21,2026-05-21,19334.65,19365.693,N,VALIDATED,,Y,CLOSED,FCAL-20260521,2026-05-22T06:00:00,2026-05-22T07:00:00
FCAL-00003472,MTR-058,FAC-012,2026-05-22,2026-05-22,19480.194,19634.812,N,VALIDATED,,Y,CLOSED,FCAL-20260522,2026-05-23T06:00:00,2026-05-23T07:00:00
FCAL-00003473,MTR-058,FAC-012,2026-05-23,2026-05-23,18224.551,17819.494,N,VALIDATED,,Y,CLOSED,FCAL-20260523,2026-05-24T06:00:00,2026-05-24T07:00:00
FCAL-00003474,MTR-058,FAC-012,2026-05-24,2026-05-24,18123.007,17997.594,N,VALIDATED,,Y,CLOSED,FCAL-20260524,2026-05-25T06:00:00,2026-05-25T07:00:00
FCAL-00003475,MTR-058,FAC-012,2026-05-25,2026-05-25,17971.333,17801.748,N,VALIDATED,,Y,CLOSED,FCAL-20260525,2026-05-26T06:00:00,2026-05-26T07:00:00
FCAL-00003476,MTR-058,FAC-012,2026-05-26,2026-05-26,18239.056,18738.251,N,VALIDATED,,Y,CLOSED,FCAL-20260526,2026-05-27T06:00:00,2026-05-27T07:00:00
FCAL-00003477,MTR-058,FAC-012,2026-05-27,2026-05-27,19265.56,19216.515,N,VALIDATED,,Y,CLOSED,FCAL-20260527,2026-05-28T06:00:00,2026-05-28T07:00:00
FCAL-00003478,MTR-058,FAC-012,2026-05-28,2026-05-28,19351.035,19256.684,N,VALIDATED,,Y,CLOSED,FCAL-20260528,2026-05-29T06:00:00,2026-05-29T07:00:00
FCAL-00003479,MTR-058,FAC-012,2026-05-29,2026-05-29,18778.8,18645.729,N,VALIDATED,,Y,CLOSED,FCAL-20260529,2026-05-30T06:00:00,2026-05-30T07:00:00
FCAL-00003480,MTR-058,FAC-012,2026-05-30,2026-05-30,18917.72,18831.729,N,VALIDATED,,Y,CLOSED,FCAL-20260530,2026-05-31T06:00:00,2026-05-31T07:00:00
FCAL-00003481,MTR-059,FAC-012,2026-04-01,2026-04-01,11743.581,11793.735,N,VALIDATED,,Y,CLOSED,FCAL-20260401,2026-04-02T06:00:00,2026-04-02T07:00:00
FCAL-00003482,MTR-059,FAC-012,2026-04-02,2026-04-02,11440.104,11359.648,N,VALIDATED,,Y,CLOSED,FCAL-20260402,2026-04-03T06:00:00,2026-04-03T07:00:00
FCAL-00003483,MTR-059,FAC-012,2026-04-03,2026-04-03,11897.801,11994.534,N,VALIDATED,,Y,CLOSED,FCAL-20260403,2026-04-04T06:00:00,2026-04-04T07:00:00
FCAL-00003484,MTR-059,FAC-012,2026-04-04,2026-04-04,11332.095,11238.48,N,VALIDATED,,Y,CLOSED,FCAL-20260404,2026-04-05T06:00:00,2026-04-05T07:00:00
FCAL-00003485,MTR-059,FAC-012,2026-04-05,2026-04-05,11133.425,11178.292,N,VALIDATED,,Y,CLOSED,FCAL-20260405,2026-04-06T06:00:00,2026-04-06T07:00:00
FCAL-00003486,MTR-059,FAC-012,2026-04-06,2026-04-06,10904.857,10839.87,N,VALIDATED,,Y,CLOSED,FCAL-20260406,2026-04-07T06:00:00,2026-04-07T07:00:00
FCAL-00003487,MTR-059,FAC-012,2026-04-07,2026-04-07,11227.964,11210.647,N,VALIDATED,,Y,CLOSED,FCAL-20260407,2026-04-08T06:00:00,2026-04-08T07:00:00
FCAL-00003488,MTR-059,FAC-012,2026-04-08,2026-04-08,11692.703,11450.721,N,VALIDATED,,Y,CLOSED,FCAL-20260408,2026-04-09T06:00:00,2026-04-09T07:00:00
FCAL-00003489,MTR-059,FAC-012,2026-04-09,2026-04-09,11247.586,11426.932,N,VALIDATED,,Y,CLOSED,FCAL-20260409,2026-04-10T06:00:00,2026-04-10T07:00:00
FCAL-00003490,MTR-059,FAC-012,2026-04-10,2026-04-10,11653.322,11871.8,N,VALIDATED,,Y,CLOSED,FCAL-20260410,2026-04-11T06:00:00,2026-04-11T07:00:00
FCAL-00003491,MTR-059,FAC-012,2026-04-11,2026-04-11,11192.585,11268.367,N,VALIDATED,,Y,CLOSED,FCAL-20260411,2026-04-12T06:00:00,2026-04-12T07:00:00
FCAL-00003492,MTR-059,FAC-012,2026-04-12,2026-04-12,10615.629,10631.403,N,VALIDATED,,Y,CLOSED,FCAL-20260412,2026-04-13T06:00:00,2026-04-13T07:00:00
FCAL-00003493,MTR-059,FAC-012,2026-04-13,2026-04-13,11046.009,10998.582,N,VALIDATED,,Y,CLOSED,FCAL-20260413,2026-04-14T06:00:00,2026-04-14T07:00:00
FCAL-00003494,MTR-059,FAC-012,2026-04-14,2026-04-14,11014.63,10938.019,N,VALIDATED,,Y,CLOSED,FCAL-20260414,2026-04-15T06:00:00,2026-04-15T07:00:00
FCAL-00003495,MTR-059,FAC-012,2026-04-15,2026-04-15,11328.456,11267.695,N,VALIDATED,,Y,CLOSED,FCAL-20260415,2026-04-16T06:00:00,2026-04-16T07:00:00
FCAL-00003496,MTR-059,FAC-012,2026-04-16,2026-04-16,11821.112,11749.439,N,VALIDATED,,Y,CLOSED,FCAL-20260416,2026-04-17T06:00:00,2026-04-17T07:00:00
FCAL-00003497,MTR-059,FAC-012,2026-04-17,2026-04-17,11813.003,11971.811,N,VALIDATED,,Y,CLOSED,FCAL-20260417,2026-04-18T06:00:00,2026-04-18T07:00:00
FCAL-00003498,MTR-059,FAC-012,2026-04-18,2026-04-18,11076.475,11146.447,N,VALIDATED,,Y,CLOSED,FCAL-20260418,2026-04-19T06:00:00,2026-04-19T07:00:00
FCAL-00003499,MTR-059,FAC-012,2026-04-19,2026-04-19,11288.68,11119.831,N,VALIDATED,,Y,CLOSED,FCAL-20260419,2026-04-20T06:00:00,2026-04-20T07:00:00
FCAL-00003500,MTR-059,FAC-012,2026-04-20,2026-04-20,10987.571,11107.691,N,VALIDATED,,Y,CLOSED,FCAL-20260420,2026-04-21T06:00:00,2026-04-21T07:00:00
FCAL-00003501,MTR-059,FAC-012,2026-04-21,2026-04-21,11191.872,11240.648,N,VALIDATED,,Y,CLOSED,FCAL-20260421,2026-04-22T06:00:00,2026-04-22T07:00:00
FCAL-00003502,MTR-059,FAC-012,2026-04-22,2026-04-22,11409.051,11467.802,N,VALIDATED,,Y,CLOSED,FCAL-20260422,2026-04-23T06:00:00,2026-04-23T07:00:00
FCAL-00003503,MTR-059,FAC-012,2026-04-23,2026-04-23,11711.398,11758.504,N,VALIDATED,,Y,CLOSED,FCAL-20260423,2026-04-24T06:00:00,2026-04-24T07:00:00
FCAL-00003504,MTR-059,FAC-012,2026-04-24,2026-04-24,11719.026,11596.854,N,VALIDATED,,Y,CLOSED,FCAL-20260424,2026-04-25T06:00:00,2026-04-25T07:00:00
FCAL-00003505,MTR-059,FAC-012,2026-04-25,2026-04-25,11058.19,11187.607,N,VALIDATED,,Y,CLOSED,FCAL-20260425,2026-04-26T06:00:00,2026-04-26T07:00:00
FCAL-00003506,MTR-059,FAC-012,2026-04-26,2026-04-26,11284.389,11368.701,N,VALIDATED,,Y,CLOSED,FCAL-20260426,2026-04-27T06:00:00,2026-04-27T07:00:00
FCAL-00003507,MTR-059,FAC-012,2026-04-27,2026-04-27,10891.442,11023.71,N,VALIDATED,,Y,CLOSED,FCAL-20260427,2026-04-28T06:00:00,2026-04-28T07:00:00
FCAL-00003508,MTR-059,FAC-012,2026-04-28,2026-04-28,11266.757,11076.077,N,VALIDATED,,Y,CLOSED,FCAL-20260428,2026-04-29T06:00:00,2026-04-29T07:00:00
FCAL-00003509,MTR-059,FAC-012,2026-04-29,2026-04-29,11335.824,11381.099,N,VALIDATED,,Y,CLOSED,FCAL-20260429,2026-04-30T06:00:00,2026-04-30T07:00:00
FCAL-00003510,MTR-059,FAC-012,2026-04-30,2026-04-30,11527.161,11498.073,N,VALIDATED,,Y,CLOSED,FCAL-20260430,2026-05-01T06:00:00,2026-05-01T07:00:00
FCAL-00003511,MTR-059,FAC-012,2026-05-01,2026-05-01,12174.586,11890.498,N,VALIDATED,,Y,CLOSED,FCAL-20260501,2026-05-02T06:00:00,2026-05-02T07:00:00
FCAL-00003512,MTR-059,FAC-012,2026-05-02,2026-05-02,11363.479,11366.571,N,VALIDATED,,Y,CLOSED,FCAL-20260502,2026-05-03T06:00:00,2026-05-03T07:00:00
